text,corrected,exists
canker'd,cankered,True
grandam's,grandames,False
arthur's,arthures,False
john's,johnes,False
warn'd,warned,False
'tis,etis,False
arthur's,arthures,False
call'd,called,False
march'd,marched,False
'gainst,egainst,False
city's,cityes,False
unscratch'd,unscratched,True
city's,cityes,False
threaten'd,threatened,False
amaz'd,amazed,True
wrapp'd,wrapped,True
labour'd,laboured,False
vow'd,vowed,True
o'er,oeer,False
seal'd,sealed,True
cannons',cannonse,False
unvex'd,unvexed,True
unhack'd,unhacked,True
unbruis'd,unbruised,True
proffer'd,proffered,False
'tis,etis,False
old-fac'd,old-faced,False
harbour'd,harboured,False
challeng'd,challenged,False
england's,englandes,False
ramm'd,rammed,False
england's,englandes,False
kingdom's,kingdomes,False
swing'd,swinged,False
e'er,eeer,False
hostess',hostesse,False
lion's,liones,False
we'll,weell,False
scatter'd,scattered,True
widow's,widowes,False
discolour'd,discoloured,False
display'd,displayed,True
england's,englandes,False
england's,englandes,False
march'd,marched,False
frenchmen's,frenchmenes,False
march'd,marched,False
dy'd,dyed,False
answer'd,answered,False
match'd,matched,False
vex'd,vexed,True
o'erswell,oeerswell,False
disturb'd,disturbed,True
sav'd,saved,True
we'll,weell,False
'gainst,egainst,False
war's,wares,False
undetermin'd,undetermined,True
'havoc,ehavoc,False
!',!e,False
other's,otheres,False
who's,whoes,False
strong-barr'd,strong-barred,False
resolv'd,resolved,True
purg'd,purged,False
depos'd,deposed,False
rul'd,ruled,False
brawl'd,brawled,False
i'd,ied,False
wrong'd,wronged,True
dash'd,dashed,True
city's,cityes,False
other's,otheres,False
i'll,iell,False
fair-fac'd,fair-faced,False
here's,herees,False
here's,herees,False
cudgell'd,cudgelled,False
'zounds,ezounds,False
bethump'd,bethumped,False
call'd,called,False
brother's,brotheres,False
unsur'd,unsured,False
threaten'd,threatened,False
'i,ei,False
",'",",e",False
besieg'd,besieged,True
lady's,ladyes,False
form'd,formed,True
lov'd,loved,False
hang'd,hanged,False
quarter'd,quartered,True
love's,lovees,False
hang'd,hanged,False
quarter'd,quartered,True
uncle's,unclees,False
pleas'd,pleased,False
assur'd,assured,True
assur'd,assured,True
mary's,maryes,False
solemniz'd,solemnized,False
highness',highnesse,False
turn'd,turned,True
we'll,weell,False
unlook'd-for,unlooked-for,False
arthur's,arthures,False
god's,godes,False
'maid,emaid,False
",'",",e",False
smooth-fac'd,smooth-faced,False
clapp'd,clapped,True
determin'd,determined,True
resolv'd,resolved,True
woo'd,wooed,False
join'd,joined,False
advis'd,advised,True
o'er,oeer,False
'tis,etis,False
king's,kinges,False
punish'd,punished,False
oppress'd,oppressed,True
vex'd,vexed,True
o'er,oeer,False
bidd'st,biddest,False
mother's,motheres,False
patch'd,patched,False
join'd,joined,False
nature's,naturees,False
chang'd,changed,False
pluck'd,plucked,True
grief's,griefes,False
'tis,etis,False
deserv'd,deserved,True
cross'd,crossed,True
pawn'd,pawned,False
beguil'd,beguiled,False
touch'd,touched,True
enemies',enemiese,False
perjur'd,perjured,True
'twixt,etwixt,False
perjur'd,perjured,True
fortune's,fortunees,False
perjur'd,perjured,True
sooth'st,soothest,False
hon's,hones,False
calf's-skin,calfes-skin,False
calf's-skin,calfes-skin,False
dar'st,darest,False
calf's-skin,calfes-skin,False
father's,fatheres,False
usurp'd,usurped,False
curs'd,cursed,True
call'd,called,False
worshipp'd,worshipped,False
there's,therees,False
look'st,lookest,False
calf's-skin,calfes-skin,False
that's,thates,False
mov'd,moved,False
remov'd,removed,True
calf's-skin,calfes-skin,False
perplex'd,perplexed,True
curs'd,cursed,True
link'd,linked,True
besmear'd,besmeared,False
overstain'd,overstained,False
slaughter's,slaughteres,False
purg'd,purged,False
join'd,joined,False
bless'd,blessed,True
england's,englandes,False
mother's,motheres,False
mak'st,makest,False
sett'st,settest,False
perform'd,performed,False
swor'st,sworest,False
new-burn'd,new-burned,False
swear'st,swearest,False
swear'st,swearest,False
mak'st,makest,False
will't,willet,True
calf's-skin,calfes-skin,False
slaughter'd,slaughtered,False
ne'er,neeer,False
i'll,iell,False
banish'd,banished,False
sun's,sunes,False
o'ercast,oeercast,False
play'd,played,False
burn'd,burned,True
dearest-valu'd,dearest-valued,False
let's,letes,False
austria's,austriaes,False
ta'en,taeen,False
rescu'd,rescued,False
imprison'd,imprisoned,False
asham'd,ashamed,True
ne'er,neeer,False
bak'd,baked,True
men's,menes,False
lov'st,lovest,False
i'll,iell,False
wheresoe'er,wheresoeeer,False
i'll,iell,False
i'll,iell,False
i'll,iell,False
o'er,oeer,False
scatter'd,scattered,True
disjoin'd,disjoined,False
ta'en,taeen,False
o'erbearing,oeerbearing,False
dispos'd,disposed,True
smil'st,smilest,False
misery's,miseryes,False
thunder's,thunderes,False
lady's,ladyes,False
geffrey's,geffreyes,False
'tis,etis,False
canoniz'd,canonized,False
deliver'd,delivered,False
'o,eo,False
!',!e,False
ague's,aguees,False
he'll,heell,False
sorrows',sorrowse,False
i'll,iell,False
there's,therees,False
spoil'd,spoiled,True
world's,worldes,False
'tis,etis,False
griev'd,grieved,True
england's,englandes,False
seiz'd,seized,False
infant's,infantes,False
misplac'd,misplaced,False
snatch'd,snatched,True
maintain'd,maintained,False
gain'd,gained,False
arthur's,arthures,False
distemper'd,distempered,True
arthur's,arthures,False
fingers',fingerse,False
nam'd,named,False
'tis,etis,False
to't,toet,False
geffrey's,geffreyes,False
is't,iset,False
cheer'd,cheered,True
'what,ewhat,False
?',?e,False
'where,ewhere,False
?',?e,False
'what,ewhat,False
?',?e,False
man's,manes,True
ne'er,neeer,False
pleas'd,pleased,False
hammer'd,hammered,False
believ'd,believed,False
hubert's,hubertes,False
heaven's,heavenes,False
i'll,iell,False
pleas'd,pleased,False
us'd,used,True
undeserv'd,undeserved,True
strew'd,strewed,False
compell'd,compelled,False
i'll,iell,False
crown'd,crowned,True
look'd,looked,True
'once,eonce,False
",'",",e",False
pleas'd,pleased,False
crown'd,crowned,True
ne'er,neeer,False
pluck'd,plucked,True
ne'er,neeer,False
long'd-for,longed-for,False
possess'd,possessed,True
fashion'd,fashioned,True
patch'd,patched,False
newcrown'd,newcrowned,False
breath'd,breathed,True
pleas'd,pleased,False
pleas'd,pleased,False
possess'd,possessed,True
reform'd,reformed,True
time's,timees,False
show'd,showed,False
'tis,etis,False
fear'd,feared,True
'twixt,etwixt,False
child's,childes,False
mortality's,mortalityes,False
deceas'd,deceased,True
fear'd,feared,True
answer'd,answered,False
'tis,etis,False
i'll,iell,False
ow'd,owed,False
achiev'd,achieved,False
others',otherse,False
learn'd,learned,True
arriv'd,arrived,False
mother's,motheres,False
stopp'd,stopped,True
rumour's,rumoures,False
pleas'd,pleased,False
giv'st,givest,False
amaz'd,amazed,True
travell'd,travelled,True
possess'd,possessed,True
here's,herees,False
hang'd,hanged,False
hear'st,hearest,False
arriv'd,arrived,False
men's,menes,False
kill'd,killed,False
arthur's,arthures,False
hearer's,heareres,False
tailor's,tailores,False
rank'd,ranked,True
unwash'd,unwashed,True
arthur's,arthures,False
seek'st,seekest,False
arthur's,arthures,False
murder'd,murdered,False
advis'd,advised,True
'twixt,etwixt,False
mark'd,marked,True
sign'd,signed,False
abhorr'd,abhorred,False
employ'd,employed,True
arthur's,arthures,False
turn'd,turned,True
brav'd,braved,False
cousin's,cousines,False
i'll,iell,False
enter'd,entered,False
slander'd,slandered,False
there's,therees,False
ship-boy's,ship-boyes,False
disguis'd,disguised,True
i'll,iell,False
i'll,iell,False
uncle's,unclees,False
dauphin's,dauphines,False
'twill,etwill,False
days',dayse,False
e'er,eeer,False
distemper'd,distempered,True
dispossess'd,dispossessed,False
where'er,whereeer,False
whate'er,whateeer,False
'twere,etwere,False
'tis,etis,False
doom'd,doomed,False
murder's,murderes,False
excus'd,excused,False
hubert's,hubertes,False
murderer's,murdereres,False
sword's,swordes,False
dar'st,darest,False
soe'er,soeeer,False
i'll,iell,False
i'll,iell,False
kill'd,killed,False
'tis,etis,False
honour'd,honoured,False
lov'd,loved,False
life's,lifees,False
here's,herees,False
damn'd,damned,True
i'll,iell,False
damn'd,damned,True
damn'd,damned,True
want'st,wantest,False
amaz'd,amazed,True
unow'd,unowed,True
bare-pick'd,bare-picked,False
i'll,iell,False
'fore,efore,False
inflam'd,inflamed,True
mistemper'd,mistempered,True
time's,timees,False
minister'd,ministered,False
thank'd,thanked,False
receiv'd,received,True
damn'd,damned,True
robb'd,robbed,False
ta'en,taeen,False
promis'd,promised,False
cocker'd,cockered,False
o'er,oeer,False
unurg'd,unurged,True
contemn'd,contemned,False
is't,iset,False
enemies',enemiese,False
neptune's,neptunees,False
lady's,ladyes,False
amaz'd,amazed,True
figur'd,figured,True
o'er,oeer,False
enrag'd,enraged,True
reconcil'd,reconciled,False
threat'ning,threatening,True
foster'd,fostered,False
chastis'd,chastised,False
'tis,etis,False
half-conquer'd,half-conquered,False
rome's,romees,False
is't,iset,False
bank'd,banked,True
play'd,played,False
o'er,oeer,False
cull'd,culled,False
he'll,heell,False
breath'd,breathed,True
prepar'd,prepared,True
harness'd,harnessed,False
unhair'd,unhaired,True
prepar'd,prepared,True
lock'd,locked,True
nation's,nationes,False
o'er,oeer,False
pale-visag'd,pale-visaged,False
brac'd,braced,True
welkin's,welkines,False
deep-mouth'd,deep-mouthed,False
us'd,used,True
bare-ribb'd,bare-ribbed,False
wrack'd,wracked,False
stor'd,stored,False
'gainst,egainst,False
e'er,eeer,False
o'erlook'd,oeerlooked,False
stay'd,stayed,True
measur'd,measured,True
fall'n,fallen,True
wish'd,wished,True
who's,whoes,False
what's,whates,False
know'st,knowest,False
'scape,escape,True
what's,whates,False
i'll,iell,False
poison'd,poisoned,False
pardon'd,pardoned,False
i'll,iell,False
escap'd,escaped,False
touch'd,touched,True
soul's,soules,False
prey'd,preyed,False
'tis,etis,False
poison'd,poisoned,False
kingdom's,kingdomes,False
burn'd,burned,True
confin'd,confined,True
crack'd,cracked,True
burn'd,burned,True
dispatch'd,dispatched,False
spar'd,spared,False
father's,fatheres,False
interr'd,interred,False
will'd,willed,True
leash'd,leashed,False
dar'd,dared,False
confin'd,confined,True
i',ie,True
'tis,etis,False
o'er,oeer,False
i'll,iell,False
urg'd,urged,False
th',the,True
king's,kinges,False
pass'd,passed,False
valu'd,valued,True
king's,kinges,False
'twould,etwould,False
promis'd,promised,False
father's,fatheres,False
seem'd,seemed,False
whipp'd,whipped,True
render'd,rendered,False
charter'd,chartered,True
men's,menes,False
honey'd,honeyed,True
unletter'd,unlettered,True
fill'd,filled,True
neighbour'd,neighboured,False
obscur'd,obscured,False
ceas'd,ceased,False
urg'd,urged,False
open'd,opened,False
receiv'd,received,True
perceiv'd,perceived,False
deriv'd,derived,True
crav'd,craved,False
o'clock,oeclock,False
i'll,iell,False
resolv'd,resolved,True
'gainst,egainst,False
wash'd,washed,True
highness',highnesse,False
'no,eno,False
:',:e,False
subdu'd,subdued,True
establish'd,established,True
'twixt,etwixt,False
call'd,called,False
suppos'd,supposed,True
subdu'd,subdued,True
usurp'd,usurped,False
convey'd,conveyed,False
summer's,summeres,False
pepin's,pepines,False
capet's,capetes,False
usurp'd,usurped,False
'when,ewhen,False
.',.e,False
great-grandsire's,great-grandsirees,False
great-uncle's,great-unclees,False
play'd,played,False
lion's,liones,False
pavilion'd,pavilioned,False
unfurnish'd,unfurnished,True
fear'd,feared,True
harm'd,harmed,False
edward's,edwardes,False
there's,therees,False
crush'd,crushed,True
summer's,summeres,False
sad-ey'd,sad-eyed,False
o'er,oeer,False
dial's,diales,False
resolv'd,resolved,True
god's,godes,False
we'll,weell,False
we'll,weell,False
o'er,oeer,False
worshipp'd,worshipped,False
prepar'd,prepared,True
may't,mayet,False
dauphin's,dauphines,False
fetter'd,fettered,False
dauphin's,dauphines,False
advis'd,advised,True
there's,therees,False
match'd,matched,False
god's,godes,False
father's,fatheres,False
disturb'd,disturbed,True
o'er,oeer,False
valu'd,valued,True
'tis,etis,False
turn'd,turned,True
dauphin's,dauphines,False
well-hallow'd,well-hallowed,False
we'll,weell,False
father's,fatheres,False
honour's,honoures,False
promis'd,promised,False
advis'd,advised,True
confirm'd,confirmed,True
we'll,weell,False
man's,manes,True
there's,therees,False
we'll,weell,False
that's,thates,False
call'st,callest,False
pistol's,pistoles,False
that's,thates,False
i'll,iell,False
think'st,thinkest,False
cressid's,cressides,False
there's,therees,False
he's,hees,False
he'll,heell,False
another's,anotheres,False
o'erswell,oeerswell,False
you'll,youell,False
that's,thates,False
i'll,iell,False
i'll,iell,False
that's,thates,False
that's,thates,False
'fore,efore,False
dull'd,dulled,False
cloy'd,cloyed,False
sovereign's,sovereignes,False
fear'd,feared,True
lov'd,loved,False
there's,therees,False
father's,fatheres,False
steep'd,steeped,False
rail'd,railed,False
that's,thates,False
punish'd,punished,False
'gainst,egainst,False
wink'd,winked,False
chew'd,chewed,False
swallow'd,swallowed,False
we'll,weell,False
punish'd,punished,False
chas'd,chased,False
highness',highnesse,False
suppress'd,suppressed,True
kill'd,killed,False
conspir'd,conspired,False
knew'st,knewest,False
coin'd,coined,False
practis'd,practised,False
'tis,etis,False
either's,eitheres,False
'gainst,egainst,False
fetch'd,fetched,True
temper'd,tempered,True
gull'd,gulled,False
'i,ei,False
englishman's,englishmanes,False
.',.e,False
garnish'd,garnished,True
deck'd,decked,True
indu'd,indued,False
discover'd,discovered,True
o'er,oeer,False
conspir'd,conspired,False
join'd,joined,False
proclaim'd,proclaimed,False
receiv'd,received,True
kingdom's,kingdomes,False
wheresome'er,wheresomeeer,False
he's,hees,False
he's,hees,False
arthur's,arthures,False
arthur's,arthures,False
a',ae,True
a',ae,True
o',oe,True
fingers',fingerse,False
a',ae,True
'how,ehow,False
!',!e,False
'what,ewhat,False
.',.e,False
a',ae,True
'god,egod,False
!',!e,False
a',ae,True
a',ae,True
a',ae,True
a',ae,True
a',ae,True
a',ae,True
'twas,etwas,False
a',ae,True
a',ae,True
a',ae,True
bardolph's,bardolphes,False
a',ae,True
that's,thates,False
let's,letes,False
'pitch,epitch,False
;',;e,False
men's,menes,False
that's,thates,False
'gainst,egainst,False
maintain'd,maintained,False
'tis,etis,False
king'd,kinged,False
'tis,etis,False
'tis,etis,False
fill'd,filled,True
flesh'd,fleshed,True
captiv'd,captived,False
crown'd,crowned,True
smil'd,smiled,False
we'll,weell,False
follow'd,followed,False
borrow'd,borrowed,False
'long,elong,False
'tis,etis,False
pick'd,picked,True
long-vanish'd,long-vanished,False
rak'd,raked,False
deriv'd,derived,True
fam'd,famed,False
widows',widowse,False
orphans',orphanse,False
men's,menes,False
maidens',maidense,False
swallow'd,swallowed,False
threat'ning,threatening,True
father's,fatheres,False
he'll,heell,False
he'll,heell,False
assur'd,assured,True
you'll,youell,False
dispatch'd,dispatched,False
imagin'd,imagined,False
confus'd,confused,True
furrow'd,furrowed,False
arriv'd,arrived,False
enrich'd,enriched,False
call'd,called,False
there's,therees,False
hard-favour'd,hard-favoured,False
o'erwhelm,oeerwhelm,False
o'erhang,oeerhang,False
swill'd,swilled,False
sheath'd,sheathed,True
call'd,called,False
game's,gamees,False
'god,egod,False
!',!e,False
god's,godes,False
a',ae,True
a',ae,True
a',ae,True
a',ae,True
man's,manes,True
men's,menes,False
another's,anotheres,False
th',the,True
a',ae,True
i',ie,True
a',ae,True
th',the,True
o'er,oeer,False
father's,fatheres,False
'tis,etis,False
sa',sae,False
'tis,etis,False
sa',sae,False
i',ie,True
'tween,etween,False
that's,thates,False
flesh'd,fleshed,True
array'd,arrayed,False
smirch'd,smirched,False
enlink'd,enlinked,False
is't,iset,False
o'erblows,oeerblows,False
dash'd,dashed,True
confus'd,confused,True
herod's,herodes,False
destroy'd,destroyed,False
'gainst,egainst,False
m'enseignez,meenseignez,False
j'apprenne,jeapprenne,False
qu'ils,queils,False
j'ai,jeai,False
d'anglois,deanglois,False
c'est,ceest,False
l'anglois,leanglois,False
m'en,meen,False
m'avez,meavez,False
m'en,meen,False
d'angleterre,deangleterre,False
d'apprendre,deapprendre,False
n'avez,neavez,False
d'elbow,deelbow,False
d'elbow,deelbow,False
d'honneur,dehonneur,False
d'user,deuser,False
d'arm,dearm,False
d'elbow,deelbow,False
c'est,ceest,False
'tis,etis,False
pass'd,passed,False
fathers',fatherse,False
sur-rein'd,sur-reined,False
houses',housese,False
edg'd,edged,True
famish'd,famished,False
he'll,heell,False
england's,englandes,False
fortune's,fortunees,False
bardolph's,bardolphes,False
stol'n,stolen,True
a',ae,True
bardolph's,bardolphes,False
damn'd,damned,True
i'll,iell,False
a',ae,True
summer's,summeres,False
'tis,etis,False
commanders',commanderse,False
general's,generales,False
cam'st,camest,False
th',the,True
th',the,True
o',oe,True
fire's,firees,False
master's,masteres,False
'tis,etis,False
lessen'd,lessened,False
there's,therees,False
hinder'd,hindered,False
god's,godes,False
we'll,weell,False
he's,hees,False
'tis,etis,False
sovereign's,sovereignes,False
'wonder,ewonder,False
!',!e,False
one's,onees,False
'twere,etwere,False
'tis,etis,False
i'll,iell,False
he's,hees,False
what's,whates,False
'tis,etis,False
'ill,eill,False
.',.e,False
'there,ethere,False
.',.e,False
'give,egive,False
.',.e,False
'a,ea,True
.',.e,False
'a,ea,True
fool's,fooles,False
.',.e,False
'tis,etis,False
that's,thates,False
o'clock,oeclock,False
fix'd,fixed,True
other's,otheres,False
other's,otheres,False
umber'd,umbered,False
night's,nightes,False
morning's,morninges,False
ruin'd,ruined,True
'praise,epraise,False
!',!e,False
dispos'd,disposed,True
'tis,etis,False
'now,enow,True
.',.e,False
'tis,etis,False
eas'd,eased,False
quicken'd,quickened,False
speak'st,speakest,False
trail'st,trailest,False
king's,kinges,False
what's,whates,False
know'st,knowest,False
i'll,iell,False
davy's,davyes,False
pompey's,pompeyes,False
'tis,etis,False
men's,menes,False
men's,menes,False
king's,kinges,False
that's,thates,False
king's,kinges,False
'we,ewe,True
;',;e,False
master's,masteres,False
servant's,servantes,False
king's,kinges,False
king's,kinges,False
subject's,subjectes,False
king's,kinges,False
subject's,subjectes,False
'tis,etis,False
ne'er,neeer,False
that's,thates,False
peacock's,peacockes,False
you'll,youell,False
'tis,etis,False
here's,herees,False
'this,ethis,False
",'",",e",False
king's,kinges,False
heart's,heartes,False
suffer'st,sufferest,False
fear'd,feared,True
drink'st,drinkest,False
poison'd,poisoned,False
think'st,thinkest,False
command'st,commandest,False
beggar's,beggares,False
play'st,playest,False
king's,kinges,False
'tis,etis,False
'fore,efore,False
fill'd,filled,True
cramm'd,crammed,False
country's,countryes,False
i'll,iell,False
do't,doet,False
soldiers',soldierse,False
richard's,richardes,False
interr'd,interred,False
bestow'd,bestowed,False
issu'd,issued,False
wither'd,withered,True
richard's,richardes,False
gloucester's,gloucesteres,False
l'air,leair,False
horses',horsese,False
embattail'd,embattailed,False
o'erturn,oeerturn,False
'tis,etis,False
'gainst,egainst,False
mountain's,mountaines,False
what's,whates,False
ill-favour'dly,ill-favouredly,False
beggar'd,beggared,False
chew'd,chewed,False
o'er,oeer,False
there's,therees,False
god's,godes,False
'tis,etis,False
wi',wie,False
i'll,iell,False
fram'd,framed,True
what's,whates,False
mark'd,marked,True
god's,godes,False
god's,godes,False
man's,manes,True
call'd,called,False
nam'd,named,False
'to-morrow,eto-morrow,False
:',:e,False
'these,ethese,False
crispin's,crispines,False
.',.e,False
he'll,heell,False
remember'd,remembered,False
ne'er,neeer,False
ne'er,neeer,False
accurs'd,accursed,True
crispin's,crispines,False
sov'reign,sovereign,True
god's,godes,False
unwish'd,unwished,True
lion's,liones,False
liv'd,lived,True
kill'd,killed,False
day's,dayes,False
fam'd,famed,False
bullet's,bulletes,False
besmirch'd,besmirched,False
there's,therees,False
they'll,theyell,False
o'er,oeer,False
soldiers',soldierse,False
'em,eem,False
thou'lt,thouelt,False
d'eschapper,deeschapper,False
offer'st,offerest,False
i'll,iell,False
l'amour,leamour,False
qu'il,queil,False
l'avez,leavez,False
m'estime,meestime,False
d'un,deun,False
d'angleterre,deangleterre,False
'the,ethe,False
.',.e,False
i',ie,True
let's,letes,False
play'd,played,False
let's,letes,False
spoil'd,spoiled,True
i'll,iell,False
all's,alles,False
insteep'd,insteeped,False
'tarry,etarry,False
!',!e,False
cheer'd,cheered,True
smil'd,smiled,False
'dear,edear,False
.',.e,False
suffolk's,suffolkes,False
kiss'd,kissed,False
espous'd,espoused,False
seal'd,sealed,True
forc'd,forced,True
stopp'd,stopped,True
reinforc'd,reinforced,False
scatter'd,scattered,True
'tis,etis,False
'tis,etis,False
offer't,offeret,False
'tis,etis,False
there's,therees,False
king's,kinges,False
prisoner's,prisoneres,False
'tis,etis,False
town's,townes,False
'orld,eorld,False
'tis,etis,False
'tis,etis,False
alexander's,alexanderes,False
monmouth's,monmouthes,False
i'll,iell,False
they'll,theyell,False
we'll,weell,False
us'd,used,True
know'st,knowest,False
fin'd,fined,False
com'st,comest,False
o'er,oeer,False
drown'd,drowned,False
soak'd,soaked,True
o'er,oeer,False
call'd,called,False
an't,anet,False
tavy's,tavyes,False
majesty's,majestyes,False
majesty's,majestyes,False
'orld,eorld,False
wear'st,wearest,False
an't,anet,False
'tis,etis,False
an't,anet,False
a',ae,True
o',oe,True
an't,anet,False
god's,godes,False
an't,anet,False
o',oe,True
soldier's,soldieres,False
touch'd,touched,True
god's,godes,False
'sblood,esblood,False
any's,anyes,False
'orld,eorld,False
i'll,iell,False
that's,thates,False
majesty's,majestyes,False
on's,ones,False
what's,whates,False
summer's,summeres,False
what's,whates,False
majesty's,majestyes,False
'twas,etwas,False
an't,anet,False
'orld,eorld,False
'tis,etis,False
number'd,numbered,False
slaughter'd,slaughtered,False
dubb'd,dubbed,False
'tis,etis,False
enclos'd,enclosed,False
we'll,weell,False
ne'er,neeer,False
arriv'd,arrived,False
deep-mouth'd,deep-mouthed,False
'fore,efore,False
england's,englandes,False
emperor's,emperores,False
chanc'd,chanced,False
harry's,harryes,False
play'd,played,False
'tis,etis,False
that's,thates,False
davy's,davyes,False
'orld,eorld,False
'tis,etis,False
parca's,parcaes,False
god's,godes,False
'em,eem,False
wi',wie,False
i',ie,True
i'll,iell,False
i'll,iell,False
cudgell'd,cudgelled,False
contriv'd,contrived,False
labour'd,laboured,False
prevail'd,prevailed,False
chas'd,chased,False
even-pleach'd,even-pleached,False
disorder'd,disordered,True
diffus'd,diffused,True
enschedul'd,enscheduled,False
urg'd,urged,False
o'erglanc'd,oeerglanced,False
we'll,weell,False
woman's,womanes,False
urg'd,urged,False
compris'd,comprised,True
lady's,ladyes,False
'like,elike,False
.',.e,False
i',ie,True
'i,ei,False
:',:e,False
'do,edo,True
?',?e,False
i',ie,True
ladies',ladiese,False
husband's,husbandes,False
l'anglois,leanglois,False
is't,iset,False
i'll,iell,False
you'll,youell,False
be'st,beest,True
'tis,etis,False
father's,fatheres,False
'harry,eharry,False
:',:e,False
'england,eengland,False
;',;e,False
d'une,deune,False
n'est,neest,False
country's,countryes,False
is't,iset,False
d'angleterre,deangleterre,False
other's,otheres,False
'twixt,etwixt,False
'twixt,etwixt,False
we'll,weell,False
peers',peerse,False
pursu'd,pursued,False
liv'd,lived,True
world's,worldes,False
achiev'd,achieved,False
crown'd,crowned,True
prepar'd,prepared,True
harry's,harryes,False
rebels',rebelse,False
hotspur's,hotspures,False
douglas',douglase,False
stoop'd,stooped,False
rumour'd,rumoured,False
hotspur's,hotspures,False
learn'd,learned,True
rumour's,rumoures,False
walk'd,walked,False
kill'd,killed,False
monmouth's,monmouthes,False
follow'd,followed,False
sar's,sares,False
deriv'd,derived,True
render'd,rendered,False
furnish'd,furnished,True
turn'd,turned,True
hors'd,horsed,False
stopp'd,stopped,True
ask'd,asked,False
percy's,percyes,False
seem'd,seemed,False
percy's,percyes,False
i'll,iell,False
i'll,iell,False
man's,manes,True
witness'd,witnessed,False
priam's,priames,False
burn'd,burned,True
percy's,percyes,False
report'st,reportest,False
'your,eyour,False
;',;e,False
'brother,ebrother,False
.',.e,False
others',otherse,False
fear'd,feared,True
percy's,percyes,False
shak'st,shakest,False
hold'st,holdest,False
remember'd,remembered,False
outbreath'd,outbreathed,False
best-temper'd,best-tempered,False
steel'd,steeled,False
turn'd,turned,True
that's,thates,False
hotspur's,hotspures,False
ta'en,taeen,False
'gan,egan,False
turn'd,turned,True
fever-weaken'd,fever-weakened,False
keeper's,keeperes,False
weaken'd,weakened,False
enrag'd,enraged,True
flesh'd,fleshed,True
ragged'st,raggedest,False
enrag'd,enraged,True
nature's,naturees,False
confin'd,confined,True
o'er,oeer,False
summ'd,summed,True
'let,elet,False
.',.e,False
walk'd,walked,False
o'er,oeer,False
o'er,oeer,False
advis'd,advised,True
rang'd,ranged,True
'go,ego,True
;',;e,False
ventur'd,ventured,False
'twas,etwas,False
ventur'd,ventured,False
propos'd,proposed,False
chok'd,choked,False
fear'd,feared,True
o'erset,oeerset,False
'tis,etis,False
corpse',corpsee,False
constrain'd,constrained,True
seem'd,seemed,False
suppos'd,supposed,True
he's,hees,False
follow'd,followed,False
scrap'd,scraped,True
wip'd,wiped,False
a',ae,True
where's,wherees,False
he's,hees,False
paul's,paules,False
he'll,heell,False
what's,whates,False
an't,anet,False
gett'st,gettest,False
an't,anet,False
an't,anet,False
an't,anet,False
day's,dayes,False
night's,nightes,False
o'er-posting,oeer-posting,False
o',oe,True
'tis,etis,False
there's,therees,False
bloody-fao'd,bloody-faoed,False
'tis,etis,False
hotspur's,hotspures,False
lin'd,lined,True
leap'd,leaped,False
o'er,oeer,False
winter's,winteres,False
possess'd,possessed,True
unarm'd,unarmed,True
'gainst,egainst,False
trimm'd,trimmed,False
provok'st,provokest,False
howl'st,howlest,False
liv'd,lived,True
enamour'd,enamoured,False
threw'st,threwest,False
cry'st,cryest,False
'o,eo,False
!',!e,False
time's,timees,False
where's,wherees,False
a',ae,True
to't,toet,False
where's,wherees,False
i'll,iell,False
a',ae,True
he's,hees,False
'scape,escape,True
a',ae,True
he's,hees,False
lubber's,lubberes,False
smooth's,smoothes,False
knave's,knavees,False
mare's,marees,False
what's,whates,False
villain's,villaines,False
i'll,iell,False
god's,godes,False
king's,kinges,False
wo't,woet,False
wo't,woet,False
wo't,woet,False
wo't,woet,False
i'll,iell,False
hang'st,hangest,False
an't,anet,False
o',oe,True
butcher's,butcheres,False
king's,kinges,False
i',ie,True
i'll,iell,False
you'll,youell,False
you'll,youell,False
you'll,youell,False
let's,letes,False
what's,whates,False
all's,alles,False
march'd,marched,False
what's,whates,False
devil's,deviles,False
man's,manes,True
man's,manes,True
a',ae,True
pottle-pot's,pottle-potes,False
a',ae,True
ale-wife's,ale-wifees,False
althea's,altheaes,False
crown's,crownes,False
grace's,gracees,False
there's,therees,False
'john,ejohn,False
",'",",e",False
'there,ethere,False
king's,kinges,False
.',.e,False
'how,ehow,False
?',?e,False
borrower's,borroweres,False
'i,ei,False
king's,kinges,False
.',.e,False
i'll,iell,False
that's,thates,False
master's,masteres,False
i'll,iell,False
there's,therees,False
alban's,albanes,False
jove's,jovees,False
god's,godes,False
endear'd,endeared,True
heart's,heartes,False
son's,sones,False
practis'd,practised,False
fashion'd,fashioned,True
hotspur's,hotspures,False
hotspur's,hotspures,False
talk'd,talked,False
monmouth's,monmouthes,False
suffer'd,suffered,False
'tis,etis,False
swell'd,swelled,True
'i,ei,False
.',.e,False
sneak's,sneakes,False
they'll,theyell,False
i'll,iell,False
i'faith,iefaith,False
i',ie,True
that's,thates,False
what's,whates,False
that's,thates,False
heart's,heartes,False
'your,eyour,False
:',:e,False
another's,anotheres,False
there's,therees,False
merchant's,merchantes,False
i'll,iell,False
pistol's,pistoles,False
i'll,iell,False
t'other,teother,False
",'twas",",etwas",False
",'neighbour",",eneighbour",False
",'",",e",False
;'neighbour,;eneighbour,False
",'",",e",False
'receive,ereceive,False
",'",",e",False
